subset_id,feature_family,feature_count,model,split,condition,baseline_condition,accuracy,macro_f1,weighted_f1,accuracy_loss_vs_original,macro_f1_loss_vs_original,weighted_f1_loss_vs_original,rows
pass_plus_non_hard_length_warning,punctuation,10,linear_discriminant_shrinkage,test,paraphrase,original,0.46,0.470989,0.48988,0.058519,0.035407,0.016516,50
pass_plus_non_hard_length_warning,punctuation,10,linear_discriminant_shrinkage,test,modernize,original,0.481481,0.469936,0.469936,0.037038,0.03646,0.03646,54
pass_plus_non_hard_length_warning,punctuation,10,linear_discriminant_shrinkage,test,simplify,original,0.415094,0.394773,0.389643,0.103425,0.111623,0.116753,53
pass_plus_non_hard_length_warning,register_marker,4,nearest_centroid,validation,original,original,0.277778,0.276199,0.276199,0.0,0.0,0.0,54
pass_plus_non_hard_length_warning,register_marker,4,nearest_centroid,validation,paraphrase,original,0.265306,0.224564,0.218901,0.012472,0.051635,0.057298,49
pass_plus_non_hard_length_warning,register_marker,4,nearest_centroid,validation,modernize,original,0.259259,0.236593,0.236593,0.018519,0.039606,0.039606,54
pass_plus_non_hard_length_warning,register_marker,4,nearest_centroid,validation,simplify,original,0.226415,0.173158,0.174067,0.051363,0.103041,0.102132,53
pass_plus_non_hard_length_warning,register_marker,4,nearest_centroid,test,original,original,0.444444,0.45296,0.45296,0.0,0.0,0.0,54
pass_plus_non_hard_length_warning,register_marker,4,nearest_centroid,test,paraphrase,original,0.34,0.331613,0.331055,0.104444,0.121347,0.121905,50
pass_plus_non_hard_length_warning,register_marker,4,nearest_centroid,test,modernize,original,0.37037,0.363892,0.363892,0.074074,0.089068,0.089068,54
pass_plus_non_hard_length_warning,register_marker,4,nearest_centroid,test,simplify,original,0.283019,0.266832,0.260768,0.161425,0.186128,0.192192,53
pass_plus_non_hard_length_warning,register_marker,4,diagonal_gaussian_nb,validation,original,original,0.240741,0.209396,0.209396,0.0,0.0,0.0,54
pass_plus_non_hard_length_warning,register_marker,4,diagonal_gaussian_nb,validation,paraphrase,original,0.346939,0.267005,0.265919,-0.106198,-0.057609,-0.056523,49
pass_plus_non_hard_length_warning,register_marker,4,diagonal_gaussian_nb,validation,modernize,original,0.296296,0.253535,0.253535,-0.055555,-0.044139,-0.044139,54
pass_plus_non_hard_length_warning,register_marker,4,diagonal_gaussian_nb,validation,simplify,original,0.320755,0.248987,0.244976,-0.080014,-0.039591,-0.03558,53
pass_plus_non_hard_length_warning,register_marker,4,diagonal_gaussian_nb,test,original,original,0.425926,0.394605,0.394605,0.0,0.0,0.0,54
pass_plus_non_hard_length_warning,register_marker,4,diagonal_gaussian_nb,test,paraphrase,original,0.28,0.204233,0.196444,0.145926,0.190372,0.198161,50
pass_plus_non_hard_length_warning,register_marker,4,diagonal_gaussian_nb,test,modernize,original,0.296296,0.247993,0.247993,0.12963,0.146612,0.146612,54
pass_plus_non_hard_length_warning,register_marker,4,diagonal_gaussian_nb,test,simplify,original,0.358491,0.296021,0.29104,0.067435,0.098584,0.103565,53
pass_plus_non_hard_length_warning,register_marker,4,linear_discriminant_shrinkage,validation,original,original,0.277778,0.275737,0.275737,0.0,0.0,0.0,54
pass_plus_non_hard_length_warning,register_marker,4,linear_discriminant_shrinkage,validation,paraphrase,original,0.22449,0.198827,0.193797,0.053288,0.07691,0.08194,49
pass_plus_non_hard_length_warning,register_marker,4,linear_discriminant_shrinkage,validation,modernize,original,0.222222,0.210145,0.210145,0.055556,0.065592,0.065592,54
pass_plus_non_hard_length_warning,register_marker,4,linear_discriminant_shrinkage,validation,simplify,original,0.207547,0.146276,0.149036,0.070231,0.129461,0.126701,53
pass_plus_non_hard_length_warning,register_marker,4,linear_discriminant_shrinkage,test,original,original,0.407407,0.417904,0.417904,0.0,0.0,0.0,54
pass_plus_non_hard_length_warning,register_marker,4,linear_discriminant_shrinkage,test,paraphrase,original,0.34,0.331613,0.331055,0.067407,0.086291,0.086849,50
pass_plus_non_hard_length_warning,register_marker,4,linear_discriminant_shrinkage,test,modernize,original,0.296296,0.295124,0.295124,0.111111,0.12278,0.12278,54
pass_plus_non_hard_length_warning,register_marker,4,linear_discriminant_shrinkage,test,simplify,original,0.245283,0.237876,0.231882,0.162124,0.180028,0.186022,53
